Claim Year,Claim Month,Month,Diagnosis Rollup,Rollup Category,Claim Count
2019,12,01-12-2019,Alzheimer's disease (disorder),Non-Cancer,1
2019,12,01-12-2019,Anemia (disorder),Non-Cancer,1
2019,12,01-12-2019,Breast Cancer,Cancer,2
2019,12,01-12-2019,Chronic congestive heart failure (disorder),Non-Cancer,1
2019,12,01-12-2019,Drug overdose,Non-Cancer,1
2019,12,01-12-2019,Fracture of rib,Non-Cancer,1
2019,12,01-12-2019,Hyperlipidemia,Non-Cancer,12
2019,12,01-12-2019,Idiopathic atrophic hypothyroidism,Non-Cancer,1
2019,12,01-12-2019,Normal pregnancy,Non-Cancer,10
2019,12,01-12-2019,Osteoarthritis of knee,Non-Cancer,1
2019,12,01-12-2019,Sinusitis (disorder),Non-Cancer,1
2019,12,01-12-2019,Streptococcal sore throat (disorder),Non-Cancer,1
2019,12,01-12-2019,Unknown,Unknown,130
2019,12,01-12-2019,Viral sinusitis (disorder),Non-Cancer,4
2020,1,01-01-2020,Acute bacterial sinusitis (disorder),Non-Cancer,3
2020,1,01-01-2020,Acute bronchitis (disorder),Non-Cancer,2
2020,1,01-01-2020,Acute viral pharyngitis (disorder),Non-Cancer,6
2020,1,01-01-2020,Breast Cancer,Cancer,6
2020,1,01-01-2020,Chronic congestive heart failure (disorder),Non-Cancer,1
2020,1,01-01-2020,Drug overdose,Non-Cancer,2
2020,1,01-01-2020,Fetus with unknown complication,Non-Cancer,1
2020,1,01-01-2020,Fracture of ankle,Non-Cancer,2
2020,1,01-01-2020,Hyperlipidemia,Non-Cancer,7
2020,1,01-01-2020,Injury of anterior cruciate ligament,Non-Cancer,1
2020,1,01-01-2020,Normal pregnancy,Non-Cancer,12
2020,1,01-01-2020,Primary fibromyalgia syndrome,Non-Cancer,1
2020,1,01-01-2020,Unknown,Unknown,124
2020,1,01-01-2020,Viral sinusitis (disorder),Non-Cancer,8
2020,2,01-02-2020,Acute bacterial sinusitis (disorder),Non-Cancer,1
2020,2,01-02-2020,Acute bronchitis (disorder),Non-Cancer,1
2020,2,01-02-2020,Acute viral pharyngitis (disorder),Non-Cancer,1
2020,2,01-02-2020,Alzheimer's disease (disorder),Non-Cancer,1
2020,2,01-02-2020,Breast Cancer,Cancer,4
2020,2,01-02-2020,Chronic congestive heart failure (disorder),Non-Cancer,1
2020,2,01-02-2020,Chronic intractable migraine without aura,Non-Cancer,1
2020,2,01-02-2020,Colon Cancer,Cancer,1
2020,2,01-02-2020,Fracture of ankle,Non-Cancer,1
2020,2,01-02-2020,Hyperlipidemia,Non-Cancer,7
2020,2,01-02-2020,Normal pregnancy,Non-Cancer,11
2020,2,01-02-2020,Polyp of colon,Non-Cancer,1
2020,2,01-02-2020,Unknown,Unknown,126
2020,2,01-02-2020,Viral sinusitis (disorder),Non-Cancer,5
2020,3,01-03-2020,Acute bronchitis (disorder),Non-Cancer,2
2020,3,01-03-2020,Alzheimer's disease (disorder),Non-Cancer,1
2020,3,01-03-2020,Asthma,Non-Cancer,1
2020,3,01-03-2020,Breast Cancer,Cancer,6
2020,3,01-03-2020,Chronic congestive heart failure (disorder),Non-Cancer,14
2020,3,01-03-2020,Drug overdose,Non-Cancer,2
2020,3,01-03-2020,Hyperlipidemia,Non-Cancer,17
2020,3,01-03-2020,Normal pregnancy,Non-Cancer,9
2020,3,01-03-2020,Osteoarthritis of knee,Non-Cancer,1
2020,3,01-03-2020,Rupture of patellar tendon,Non-Cancer,1
2020,3,01-03-2020,Sinusitis (disorder),Non-Cancer,2
2020,3,01-03-2020,Unknown,Unknown,119
2020,3,01-03-2020,Viral sinusitis (disorder),Non-Cancer,5
2020,4,01-04-2020,Acute bacterial sinusitis (disorder),Non-Cancer,1
2020,4,01-04-2020,Acute bronchitis (disorder),Non-Cancer,5
2020,4,01-04-2020,Acute viral pharyngitis (disorder),Non-Cancer,2
2020,4,01-04-2020,Alzheimer's disease (disorder),Non-Cancer,1
2020,4,01-04-2020,Asthma,Non-Cancer,3
2020,4,01-04-2020,Breast Cancer,Cancer,13
2020,4,01-04-2020,Chronic congestive heart failure (disorder),Non-Cancer,16
2020,4,01-04-2020,Concussion with no loss of consciousness,Non-Cancer,1
2020,4,01-04-2020,Fracture of forearm,Non-Cancer,2
2020,4,01-04-2020,Hyperlipidemia,Non-Cancer,11
2020,4,01-04-2020,Normal pregnancy,Non-Cancer,11
2020,4,01-04-2020,Otitis media,Non-Cancer,1
2020,4,01-04-2020,Streptococcal sore throat (disorder),Non-Cancer,1
2020,4,01-04-2020,Unknown,Unknown,124
2020,4,01-04-2020,Viral sinusitis (disorder),Non-Cancer,7
2020,5,01-05-2020,Acute bronchitis (disorder),Non-Cancer,2
2020,5,01-05-2020,Acute viral pharyngitis (disorder),Non-Cancer,5
2020,5,01-05-2020,Alzheimer's disease (disorder),Non-Cancer,1
2020,5,01-05-2020,Asthma,Non-Cancer,2
2020,5,01-05-2020,Breast Cancer,Cancer,1
2020,5,01-05-2020,Chronic congestive heart failure (disorder),Non-Cancer,19
2020,5,01-05-2020,Concussion with loss of consciousness,Non-Cancer,1
2020,5,01-05-2020,Fracture of clavicle,Non-Cancer,1
2020,5,01-05-2020,Hyperlipidemia,Non-Cancer,6
2020,5,01-05-2020,Normal pregnancy,Non-Cancer,12
2020,5,01-05-2020,Pneumonia,Non-Cancer,1
2020,5,01-05-2020,Primary fibromyalgia syndrome,Non-Cancer,1
2020,5,01-05-2020,Sepsis (disorder),Non-Cancer,1
2020,5,01-05-2020,Sinusitis (disorder),Non-Cancer,1
2020,5,01-05-2020,Streptococcal sore throat (disorder),Non-Cancer,4
2020,5,01-05-2020,Unknown,Unknown,131
2020,5,01-05-2020,Viral sinusitis (disorder),Non-Cancer,4
2020,6,01-06-2020,Acute bronchitis (disorder),Non-Cancer,1
2020,6,01-06-2020,Acute viral pharyngitis (disorder),Non-Cancer,1
2020,6,01-06-2020,Alzheimer's disease (disorder),Non-Cancer,1
2020,6,01-06-2020,Anemia (disorder),Non-Cancer,3
2020,6,01-06-2020,Breast Cancer,Cancer,2
2020,6,01-06-2020,Chronic congestive heart failure (disorder),Non-Cancer,16
2020,6,01-06-2020,Fetus with unknown complication,Non-Cancer,1
2020,6,01-06-2020,Fracture of forearm,Non-Cancer,2
2020,6,01-06-2020,Hyperlipidemia,Non-Cancer,14
2020,6,01-06-2020,Normal pregnancy,Non-Cancer,15
2020,6,01-06-2020,Unknown,Unknown,125
2020,6,01-06-2020,Viral sinusitis (disorder),Non-Cancer,3
2020,7,01-07-2020,Acute bronchitis (disorder),Non-Cancer,3
2020,7,01-07-2020,Acute viral pharyngitis (disorder),Non-Cancer,4
2020,7,01-07-2020,Alzheimer's disease (disorder),Non-Cancer,3
2020,7,01-07-2020,Breast Cancer,Cancer,9
2020,7,01-07-2020,COVID-19,Non-Cancer,1
2020,7,01-07-2020,Chronic congestive heart failure (disorder),Non-Cancer,35
2020,7,01-07-2020,Closed fracture of hip,Non-Cancer,1
2020,7,01-07-2020,Drug overdose,Non-Cancer,2
2020,7,01-07-2020,Familial Alzheimer's disease of early onset (disorder),Non-Cancer,1
2020,7,01-07-2020,First degree burn,Non-Cancer,1
2020,7,01-07-2020,Fracture of clavicle,Non-Cancer,1
2020,7,01-07-2020,Fracture of rib,Non-Cancer,1
2020,7,01-07-2020,Hyperlipidemia,Non-Cancer,15
2020,7,01-07-2020,Normal pregnancy,Non-Cancer,18
2020,7,01-07-2020,Sinusitis (disorder),Non-Cancer,1
2020,7,01-07-2020,Unknown,Unknown,127
2020,7,01-07-2020,Viral sinusitis (disorder),Non-Cancer,10
2020,8,01-08-2020,Acute bronchitis (disorder),Non-Cancer,2
2020,8,01-08-2020,Acute viral pharyngitis (disorder),Non-Cancer,1
2020,8,01-08-2020,Asthma,Non-Cancer,1
2020,8,01-08-2020,Blighted ovum,Non-Cancer,1
2020,8,01-08-2020,Breast Cancer,Cancer,7
2020,8,01-08-2020,COVID-19,Non-Cancer,2
2020,8,01-08-2020,Chronic congestive heart failure (disorder),Non-Cancer,42
2020,8,01-08-2020,Concussion with no loss of consciousness,Non-Cancer,1
2020,8,01-08-2020,Drug overdose,Non-Cancer,2
2020,8,01-08-2020,First degree burn,Non-Cancer,1
2020,8,01-08-2020,Fracture of forearm,Non-Cancer,1
2020,8,01-08-2020,Hyperlipidemia,Non-Cancer,15
2020,8,01-08-2020,Normal pregnancy,Non-Cancer,8
2020,8,01-08-2020,Osteoarthritis of knee,Non-Cancer,1
2020,8,01-08-2020,Second degree burn,Non-Cancer,1
2020,8,01-08-2020,Sepsis (disorder),Non-Cancer,1
2020,8,01-08-2020,Streptococcal sore throat (disorder),Non-Cancer,1
2020,8,01-08-2020,Unknown,Unknown,132
2020,8,01-08-2020,Viral sinusitis (disorder),Non-Cancer,3
2020,9,01-09-2020,Acute bronchitis (disorder),Non-Cancer,2
2020,9,01-09-2020,Alzheimer's disease (disorder),Non-Cancer,3
2020,9,01-09-2020,Asthma,Non-Cancer,1
2020,9,01-09-2020,Breast Cancer,Cancer,8
2020,9,01-09-2020,Chronic congestive heart failure (disorder),Non-Cancer,42
2020,9,01-09-2020,Hyperlipidemia,Non-Cancer,10
2020,9,01-09-2020,Normal pregnancy,Non-Cancer,8
2020,9,01-09-2020,Sinusitis (disorder),Non-Cancer,1
2020,9,01-09-2020,Streptococcal sore throat (disorder),Non-Cancer,1
2020,9,01-09-2020,Unknown,Unknown,124
2020,9,01-09-2020,Viral sinusitis (disorder),Non-Cancer,9
2020,10,01-10-2020,Acute bronchitis (disorder),Non-Cancer,1
2020,10,01-10-2020,Acute viral pharyngitis (disorder),Non-Cancer,5
2020,10,01-10-2020,Alzheimer's disease (disorder),Non-Cancer,3
2020,10,01-10-2020,Breast Cancer,Cancer,8
2020,10,01-10-2020,COVID-19,Non-Cancer,4
2020,10,01-10-2020,Chronic congestive heart failure (disorder),Non-Cancer,51
2020,10,01-10-2020,Drug overdose,Non-Cancer,1
2020,10,01-10-2020,Escherichia coli urinary tract infection,Non-Cancer,1
2020,10,01-10-2020,Fracture of forearm,Non-Cancer,3
2020,10,01-10-2020,Hyperlipidemia,Non-Cancer,4
2020,10,01-10-2020,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2020,10,01-10-2020,Normal pregnancy,Non-Cancer,6
2020,10,01-10-2020,Otitis media,Non-Cancer,1
2020,10,01-10-2020,Streptococcal sore throat (disorder),Non-Cancer,1
2020,10,01-10-2020,Unknown,Unknown,137
2020,10,01-10-2020,Viral sinusitis (disorder),Non-Cancer,5
2020,11,01-11-2020,Acute bronchitis (disorder),Non-Cancer,1
2020,11,01-11-2020,Alzheimer's disease (disorder),Non-Cancer,1
2020,11,01-11-2020,Anemia (disorder),Non-Cancer,1
2020,11,01-11-2020,Asthma,Non-Cancer,1
2020,11,01-11-2020,Breast Cancer,Cancer,9
2020,11,01-11-2020,COVID-19,Non-Cancer,5
2020,11,01-11-2020,Chronic congestive heart failure (disorder),Non-Cancer,48
2020,11,01-11-2020,Drug overdose,Non-Cancer,2
2020,11,01-11-2020,Fracture of forearm,Non-Cancer,1
2020,11,01-11-2020,Hyperlipidemia,Non-Cancer,19
2020,11,01-11-2020,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2020,11,01-11-2020,Normal pregnancy,Non-Cancer,11
2020,11,01-11-2020,Sinusitis (disorder),Non-Cancer,1
2020,11,01-11-2020,Unknown,Unknown,154
2020,11,01-11-2020,Viral sinusitis (disorder),Non-Cancer,6
2020,12,01-12-2020,Acute bronchitis (disorder),Non-Cancer,4
2020,12,01-12-2020,Acute viral pharyngitis (disorder),Non-Cancer,7
2020,12,01-12-2020,Alzheimer's disease (disorder),Non-Cancer,1
2020,12,01-12-2020,Breast Cancer,Cancer,3
2020,12,01-12-2020,COVID-19,Non-Cancer,5
2020,12,01-12-2020,Chronic congestive heart failure (disorder),Non-Cancer,55
2020,12,01-12-2020,Drug overdose,Non-Cancer,2
2020,12,01-12-2020,Fracture of clavicle,Non-Cancer,1
2020,12,01-12-2020,Fracture subluxation of wrist,Non-Cancer,1
2020,12,01-12-2020,Hyperlipidemia,Non-Cancer,13
2020,12,01-12-2020,Normal pregnancy,Non-Cancer,7
2020,12,01-12-2020,Second degree burn,Non-Cancer,1
2020,12,01-12-2020,Sinusitis (disorder),Non-Cancer,1
2020,12,01-12-2020,Unknown,Unknown,161
2020,12,01-12-2020,Viral sinusitis (disorder),Non-Cancer,5
2021,1,01-01-2021,Acute bronchitis (disorder),Non-Cancer,2
2021,1,01-01-2021,Acute viral pharyngitis (disorder),Non-Cancer,9
2021,1,01-01-2021,Alzheimer's disease (disorder),Non-Cancer,1
2021,1,01-01-2021,Asthma,Non-Cancer,1
2021,1,01-01-2021,Breast Cancer,Cancer,6
2021,1,01-01-2021,COVID-19,Non-Cancer,7
2021,1,01-01-2021,Cardiac Arrest,Non-Cancer,1
2021,1,01-01-2021,Chronic congestive heart failure (disorder),Non-Cancer,18
2021,1,01-01-2021,Fracture of forearm,Non-Cancer,1
2021,1,01-01-2021,Hyperlipidemia,Non-Cancer,6
2021,1,01-01-2021,Normal pregnancy,Non-Cancer,9
2021,1,01-01-2021,Unknown,Unknown,197
2021,1,01-01-2021,Viral sinusitis (disorder),Non-Cancer,5
2021,2,01-02-2021,Acute bronchitis (disorder),Non-Cancer,2
2021,2,01-02-2021,Acute viral pharyngitis (disorder),Non-Cancer,2
2021,2,01-02-2021,Alzheimer's disease (disorder),Non-Cancer,1
2021,2,01-02-2021,Asthma,Non-Cancer,1
2021,2,01-02-2021,Breast Cancer,Cancer,1
2021,2,01-02-2021,COVID-19,Non-Cancer,1
2021,2,01-02-2021,Chronic congestive heart failure (disorder),Non-Cancer,20
2021,2,01-02-2021,Concussion with loss of consciousness,Non-Cancer,1
2021,2,01-02-2021,Fracture of ankle,Non-Cancer,1
2021,2,01-02-2021,Hyperlipidemia,Non-Cancer,7
2021,2,01-02-2021,Normal pregnancy,Non-Cancer,3
2021,2,01-02-2021,Unknown,Unknown,282
2021,2,01-02-2021,Viral sinusitis (disorder),Non-Cancer,6
2021,3,01-03-2021,Acute bacterial sinusitis (disorder),Non-Cancer,2
2021,3,01-03-2021,Acute bronchitis (disorder),Non-Cancer,3
2021,3,01-03-2021,Acute viral pharyngitis (disorder),Non-Cancer,5
2021,3,01-03-2021,Alzheimer's disease (disorder),Non-Cancer,1
2021,3,01-03-2021,Asthma,Non-Cancer,1
2021,3,01-03-2021,Breast Cancer,Cancer,12
2021,3,01-03-2021,Chronic congestive heart failure (disorder),Non-Cancer,17
2021,3,01-03-2021,Colon Cancer,Cancer,1
2021,3,01-03-2021,Fetus with unknown complication,Non-Cancer,1
2021,3,01-03-2021,First degree burn,Non-Cancer,2
2021,3,01-03-2021,Fracture of forearm,Non-Cancer,1
2021,3,01-03-2021,Fracture subluxation of wrist,Non-Cancer,1
2021,3,01-03-2021,Hyperlipidemia,Non-Cancer,16
2021,3,01-03-2021,Normal pregnancy,Non-Cancer,3
2021,3,01-03-2021,Streptococcal sore throat (disorder),Non-Cancer,1
2021,3,01-03-2021,Unknown,Unknown,378
2021,3,01-03-2021,Viral sinusitis (disorder),Non-Cancer,7
2021,4,01-04-2021,Acute bronchitis (disorder),Non-Cancer,1
2021,4,01-04-2021,Acute viral pharyngitis (disorder),Non-Cancer,4
2021,4,01-04-2021,Alzheimer's disease (disorder),Non-Cancer,1
2021,4,01-04-2021,Anemia (disorder),Non-Cancer,1
2021,4,01-04-2021,Asthma,Non-Cancer,1
2021,4,01-04-2021,Breast Cancer,Cancer,4
2021,4,01-04-2021,COVID-19,Non-Cancer,1
2021,4,01-04-2021,Chronic congestive heart failure (disorder),Non-Cancer,35
2021,4,01-04-2021,Colon Cancer,Cancer,1
2021,4,01-04-2021,Concussion with no loss of consciousness,Non-Cancer,1
2021,4,01-04-2021,Drug overdose,Non-Cancer,1
2021,4,01-04-2021,Hyperlipidemia,Non-Cancer,11
2021,4,01-04-2021,Localized  primary osteoarthritis of the hand,Non-Cancer,1
2021,4,01-04-2021,Normal pregnancy,Non-Cancer,5
2021,4,01-04-2021,Streptococcal sore throat (disorder),Non-Cancer,1
2021,4,01-04-2021,Unknown,Unknown,346
2021,4,01-04-2021,Viral sinusitis (disorder),Non-Cancer,6
2021,5,01-05-2021,Acute bronchitis (disorder),Non-Cancer,1
2021,5,01-05-2021,Acute viral pharyngitis (disorder),Non-Cancer,2
2021,5,01-05-2021,Alzheimer's disease (disorder),Non-Cancer,2
2021,5,01-05-2021,Asthma,Non-Cancer,1
2021,5,01-05-2021,Breast Cancer,Cancer,4
2021,5,01-05-2021,Chronic congestive heart failure (disorder),Non-Cancer,32
2021,5,01-05-2021,Colon Cancer,Cancer,2
2021,5,01-05-2021,Drug overdose,Non-Cancer,1
2021,5,01-05-2021,First degree burn,Non-Cancer,1
2021,5,01-05-2021,Hyperlipidemia,Non-Cancer,6
2021,5,01-05-2021,Normal pregnancy,Non-Cancer,8
2021,5,01-05-2021,Primary fibromyalgia syndrome,Non-Cancer,1
2021,5,01-05-2021,Prostate Cancer,Cancer,1
2021,5,01-05-2021,Unknown,Unknown,271
2021,5,01-05-2021,Viral sinusitis (disorder),Non-Cancer,9
2021,6,01-06-2021,Acute bronchitis (disorder),Non-Cancer,3
2021,6,01-06-2021,Acute viral pharyngitis (disorder),Non-Cancer,5
2021,6,01-06-2021,Alzheimer's disease (disorder),Non-Cancer,3
2021,6,01-06-2021,Anemia (disorder),Non-Cancer,1
2021,6,01-06-2021,Blighted ovum,Non-Cancer,1
2021,6,01-06-2021,Breast Cancer,Cancer,4
2021,6,01-06-2021,Chronic congestive heart failure (disorder),Non-Cancer,33
2021,6,01-06-2021,Colon Cancer,Cancer,1
2021,6,01-06-2021,Concussion with no loss of consciousness,Non-Cancer,1
2021,6,01-06-2021,Drug overdose,Non-Cancer,2
2021,6,01-06-2021,Escherichia coli urinary tract infection,Non-Cancer,1
2021,6,01-06-2021,Fracture subluxation of wrist,Non-Cancer,1
2021,6,01-06-2021,Hyperlipidemia,Non-Cancer,14
2021,6,01-06-2021,Normal pregnancy,Non-Cancer,5
2021,6,01-06-2021,Sinusitis (disorder),Non-Cancer,1
2021,6,01-06-2021,Unknown,Unknown,179
2021,6,01-06-2021,Viral sinusitis (disorder),Non-Cancer,5
2021,7,01-07-2021,Acute bronchitis (disorder),Non-Cancer,5
2021,7,01-07-2021,Acute viral pharyngitis (disorder),Non-Cancer,4
2021,7,01-07-2021,Alzheimer's disease (disorder),Non-Cancer,2
2021,7,01-07-2021,Asthma,Non-Cancer,2
2021,7,01-07-2021,Breast Cancer,Cancer,9
2021,7,01-07-2021,Chronic congestive heart failure (disorder),Non-Cancer,19
2021,7,01-07-2021,Colon Cancer,Cancer,2
2021,7,01-07-2021,Escherichia coli urinary tract infection,Non-Cancer,1
2021,7,01-07-2021,Gout,Non-Cancer,2
2021,7,01-07-2021,Hyperlipidemia,Non-Cancer,14
2021,7,01-07-2021,Normal pregnancy,Non-Cancer,10
2021,7,01-07-2021,Unknown,Unknown,188
2021,7,01-07-2021,Viral sinusitis (disorder),Non-Cancer,5
2021,8,01-08-2021,Acute bronchitis (disorder),Non-Cancer,2
2021,8,01-08-2021,Acute viral pharyngitis (disorder),Non-Cancer,5
2021,8,01-08-2021,Alzheimer's disease (disorder),Non-Cancer,1
2021,8,01-08-2021,Asthma,Non-Cancer,1
2021,8,01-08-2021,Breast Cancer,Cancer,1
2021,8,01-08-2021,Chronic congestive heart failure (disorder),Non-Cancer,23
2021,8,01-08-2021,Colon Cancer,Cancer,1
2021,8,01-08-2021,Fetus with unknown complication,Non-Cancer,1
2021,8,01-08-2021,Fracture of clavicle,Non-Cancer,1
2021,8,01-08-2021,Hyperlipidemia,Non-Cancer,15
2021,8,01-08-2021,Normal pregnancy,Non-Cancer,10
2021,8,01-08-2021,Sinusitis (disorder),Non-Cancer,1
2021,8,01-08-2021,Unknown,Unknown,166
2021,8,01-08-2021,Viral sinusitis (disorder),Non-Cancer,4
2021,9,01-09-2021,Acute bronchitis (disorder),Non-Cancer,2
2021,9,01-09-2021,Acute viral pharyngitis (disorder),Non-Cancer,5
2021,9,01-09-2021,Alzheimer's disease (disorder),Non-Cancer,1
2021,9,01-09-2021,Asthma,Non-Cancer,1
2021,9,01-09-2021,Breast Cancer,Cancer,12
2021,9,01-09-2021,Chronic congestive heart failure (disorder),Non-Cancer,37
2021,9,01-09-2021,Colon Cancer,Cancer,1
2021,9,01-09-2021,Cystitis,Non-Cancer,1
2021,9,01-09-2021,Fetus with chromosomal abnormality,Non-Cancer,1
2021,9,01-09-2021,Fracture of clavicle,Non-Cancer,1
2021,9,01-09-2021,Fracture subluxation of wrist,Non-Cancer,1
2021,9,01-09-2021,Hyperlipidemia,Non-Cancer,10
2021,9,01-09-2021,Normal pregnancy,Non-Cancer,5
2021,9,01-09-2021,Unknown,Unknown,163
2021,9,01-09-2021,Viral sinusitis (disorder),Non-Cancer,5
2021,10,01-10-2021,Acute bronchitis (disorder),Non-Cancer,3
2021,10,01-10-2021,Acute viral pharyngitis (disorder),Non-Cancer,1
2021,10,01-10-2021,Alzheimer's disease (disorder),Non-Cancer,1
2021,10,01-10-2021,Breast Cancer,Cancer,9
2021,10,01-10-2021,Chronic congestive heart failure (disorder),Non-Cancer,34
2021,10,01-10-2021,Colon Cancer,Cancer,1
2021,10,01-10-2021,Fracture of ankle,Non-Cancer,1
2021,10,01-10-2021,Hyperlipidemia,Non-Cancer,4
2021,10,01-10-2021,Normal pregnancy,Non-Cancer,10
2021,10,01-10-2021,Unknown,Unknown,157
2021,10,01-10-2021,Viral sinusitis (disorder),Non-Cancer,4
2021,11,01-11-2021,Acute bronchitis (disorder),Non-Cancer,2
2021,11,01-11-2021,Acute viral pharyngitis (disorder),Non-Cancer,3
2021,11,01-11-2021,Anemia (disorder),Non-Cancer,4
2021,11,01-11-2021,Breast Cancer,Cancer,7
2021,11,01-11-2021,Chronic congestive heart failure (disorder),Non-Cancer,36
2021,11,01-11-2021,Colon Cancer,Cancer,1
2021,11,01-11-2021,Concussion with loss of consciousness,Non-Cancer,1
2021,11,01-11-2021,Cystitis,Non-Cancer,1
2021,11,01-11-2021,Fracture of ankle,Non-Cancer,1
2021,11,01-11-2021,Hyperlipidemia,Non-Cancer,17
2021,11,01-11-2021,Normal pregnancy,Non-Cancer,8
2021,11,01-11-2021,Unknown,Unknown,180
2021,11,01-11-2021,Viral sinusitis (disorder),Non-Cancer,6
2021,12,01-12-2021,Acute bronchitis (disorder),Non-Cancer,1
2021,12,01-12-2021,Acute viral pharyngitis (disorder),Non-Cancer,1
2021,12,01-12-2021,Alzheimer's disease (disorder),Non-Cancer,2
2021,12,01-12-2021,Blighted ovum,Non-Cancer,1
2021,12,01-12-2021,Breast Cancer,Cancer,1
2021,12,01-12-2021,Chronic congestive heart failure (disorder),Non-Cancer,48
2021,12,01-12-2021,Colon Cancer,Cancer,1
2021,12,01-12-2021,Concussion with no loss of consciousness,Non-Cancer,1
2021,12,01-12-2021,Drug overdose,Non-Cancer,1
2021,12,01-12-2021,Hyperlipidemia,Non-Cancer,12
2021,12,01-12-2021,Normal pregnancy,Non-Cancer,9
2021,12,01-12-2021,Pneumonia,Non-Cancer,1
2021,12,01-12-2021,Unknown,Unknown,147
2021,12,01-12-2021,Viral sinusitis (disorder),Non-Cancer,5
2022,1,01-01-2022,Acute bronchitis (disorder),Non-Cancer,1
2022,1,01-01-2022,Acute viral pharyngitis (disorder),Non-Cancer,1
2022,1,01-01-2022,Alzheimer's disease (disorder),Non-Cancer,1
2022,1,01-01-2022,Asthma,Non-Cancer,2
2022,1,01-01-2022,Breast Cancer,Cancer,5
2022,1,01-01-2022,Chronic congestive heart failure (disorder),Non-Cancer,54
2022,1,01-01-2022,Colon Cancer,Cancer,1
2022,1,01-01-2022,Drug overdose,Non-Cancer,1
2022,1,01-01-2022,Fracture subluxation of wrist,Non-Cancer,1
2022,1,01-01-2022,Hyperlipidemia,Non-Cancer,5
2022,1,01-01-2022,Normal pregnancy,Non-Cancer,10
2022,1,01-01-2022,Unknown,Unknown,129
2022,1,01-01-2022,Viral sinusitis (disorder),Non-Cancer,8
2022,2,01-02-2022,Chronic congestive heart failure (disorder),Non-Cancer,1
2011,1,01-01-2011,Overall,Overall,86
2011,2,01-02-2011,Overall,Overall,86
2011,3,01-03-2011,Overall,Overall,129
2011,4,01-04-2011,Overall,Overall,113
2011,5,01-05-2011,Overall,Overall,131
2011,6,01-06-2011,Overall,Overall,131
2011,7,01-07-2011,Overall,Overall,124
2011,8,01-08-2011,Overall,Overall,115
2011,9,01-09-2011,Overall,Overall,124
2011,10,01-10-2011,Overall,Overall,84
2011,11,01-11-2011,Overall,Overall,100
2011,12,01-12-2011,Overall,Overall,113
2012,1,01-01-2012,Overall,Overall,116
2012,2,01-02-2012,Overall,Overall,170
2012,3,01-03-2012,Overall,Overall,183
2012,4,01-04-2012,Overall,Overall,192
2012,5,01-05-2012,Overall,Overall,203
2012,6,01-06-2012,Overall,Overall,175
2012,7,01-07-2012,Overall,Overall,181
2012,8,01-08-2012,Overall,Overall,177
2012,9,01-09-2012,Overall,Overall,176
2012,10,01-10-2012,Overall,Overall,164
2012,11,01-11-2012,Overall,Overall,181
2012,12,01-12-2012,Overall,Overall,188
2013,1,01-01-2013,Overall,Overall,156
2013,2,01-02-2013,Overall,Overall,172
2013,3,01-03-2013,Overall,Overall,240
2013,4,01-04-2013,Overall,Overall,228
2013,5,01-05-2013,Overall,Overall,237
2013,6,01-06-2013,Overall,Overall,246
2013,7,01-07-2013,Overall,Overall,210
2013,8,01-08-2013,Overall,Overall,209
2013,9,01-09-2013,Overall,Overall,188
2013,10,01-10-2013,Overall,Overall,206
2013,11,01-11-2013,Overall,Overall,206
2013,12,01-12-2013,Overall,Overall,197
2014,1,01-01-2014,Overall,Overall,210
2014,2,01-02-2014,Overall,Overall,1179
2014,3,01-03-2014,Overall,Overall,456
2014,4,01-04-2014,Overall,Overall,220
2014,5,01-05-2014,Overall,Overall,249
2014,6,01-06-2014,Overall,Overall,224
2014,7,01-07-2014,Overall,Overall,197
2014,8,01-08-2014,Overall,Overall,218
2014,9,01-09-2014,Overall,Overall,225
2014,10,01-10-2014,Overall,Overall,232
2014,11,01-11-2014,Overall,Overall,241
2014,12,01-12-2014,Overall,Overall,234
2015,1,01-01-2015,Overall,Overall,210
2015,2,01-02-2015,Overall,Overall,200
2015,3,01-03-2015,Overall,Overall,219
2015,4,01-04-2015,Overall,Overall,199
2015,5,01-05-2015,Overall,Overall,205
2015,6,01-06-2015,Overall,Overall,185
2015,7,01-07-2015,Overall,Overall,195
2015,8,01-08-2015,Overall,Overall,192
2015,9,01-09-2015,Overall,Overall,207
2015,10,01-10-2015,Overall,Overall,202
2015,11,01-11-2015,Overall,Overall,240
2015,12,01-12-2015,Overall,Overall,215
2016,1,01-01-2016,Overall,Overall,196
2016,2,01-02-2016,Overall,Overall,202
2016,3,01-03-2016,Overall,Overall,211
2016,4,01-04-2016,Overall,Overall,198
2016,5,01-05-2016,Overall,Overall,198
2016,6,01-06-2016,Overall,Overall,211
2016,7,01-07-2016,Overall,Overall,186
2016,8,01-08-2016,Overall,Overall,191
2016,9,01-09-2016,Overall,Overall,204
2016,10,01-10-2016,Overall,Overall,213
2016,11,01-11-2016,Overall,Overall,228
2016,12,01-12-2016,Overall,Overall,213
2017,1,01-01-2017,Overall,Overall,187
2017,2,01-02-2017,Overall,Overall,171
2017,3,01-03-2017,Overall,Overall,190
2017,4,01-04-2017,Overall,Overall,185
2017,5,01-05-2017,Overall,Overall,212
2017,6,01-06-2017,Overall,Overall,216
2017,7,01-07-2017,Overall,Overall,209
